"NYSC Corper Registry — Batch 26A | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Ogundimu Adaora,NYSC/FUTMINNA/2026/107140,AB/26A/0001,adaoraogundimu83@hotmail.com,26A,23-Mar-2026,Education Faculty,ACTIVE
Sule Ikenna,NYSC/FUTA/2026/107149,RS/26A/0002,ikenna.sule@yahoo.com,26A,02-Feb-2026,Management Sciences,ACTIVE
Ajayi Amarachi,NYSC/LASU/2026/107162,GO/26A/0003,amarajayi@yahoo.com,26A,14-Mar-2026,Environmental Sciences,ACTIVE
Atiku Babatunde,NYSC/NOUN/2026/107176,AN/26A/0004,babatundeatiku52@outlook.com,26A,15-Feb-2026,Library,ACTIVE
Adegoke Chinonso,NYSC/UI/2026/107188,KN/26A/0005,chinonso.adegoke@yahoo.com,26A,02-Feb-2026,Agriculture Faculty,ACTIVE
Obiora Nnamdi,NYSC/OAU/2026/107189,OY/26A/0006,nnamobiora@hotmail.com,26A,13-Mar-2026,Environmental Sciences,ACTIVE
Adesanya Ifeoma,NYSC/FUTA/2026/107195,BY/26A/0007,ifeoadesanya@outlook.com,26A,04-Feb-2026,Social Sciences,ACTIVE
Ibrahim Olumide,NYSC/UNN/2026/107197,KW/26A/0008,olumideibrahim14@yahoo.com,26A,12-Feb-2026,Education Faculty,ACTIVE
Makinde Ifunanya,NYSC/NOUN/2026/107199,BE/26A/0009,ifunanyamakinde3@hotmail.com,26A,13-Mar-2026,Science Faculty,ACTIVE
Amaechi Ugochukwu,NYSC/FUOYE/2026/107203,KD/26A/0010,ugochukwu.amaechi@hotmail.com,26A,12-Feb-2026,Computing Department,ACTIVE
Babangida Nnamdi,NYSC/FUOYE/2026/107213,AB/26A/0011,nnambabangida@yahoo.com,26A,20-Mar-2026,Medical Sciences,ACTIVE
Garba Oluwakemi,NYSC/UNILAG/2026/107228,OY/26A/0012,oluwakemi.garba@yahoo.com,26A,02-Feb-2026,Agriculture Faculty,ACTIVE
Musa Chidi,NYSC/UI/2026/107231,AN/26A/0013,chidmusa@outlook.com,26A,08-Mar-2026,Law Faculty,ACTIVE
Orji Adaeze,NYSC/NOUN/2026/107236,KG/26A/0014,adaezeorji23@yahoo.com,26A,07-Feb-2026,Social Sciences,ACTIVE
Okonkwo Adaora,NYSC/UNILORIN/2026/107249,IM/26A/0015,adaookonkwo@hotmail.com,26A,20-Mar-2026,Library,ACTIVE
Nwachukwu Aliyu,NYSC/BUK/2026/107263,KD/26A/0016,aliyu.nwachukwu@outlook.com,26A,03-Feb-2026,Social Sciences,ACTIVE
Hassan Adaora,NYSC/FUTMINNA/2026/107268,DT/26A/0017,adaorahassan15@yahoo.com,26A,23-Mar-2026,Management Sciences,ACTIVE
Chukwu Obiageli,NYSC/FUTMINNA/2026/107274,BE/26A/0018,obiagelichukwu41@gmail.com,26A,17-Mar-2026,Medical Sciences,ACTIVE
Ugwu Femi,NYSC/FUOYE/2026/107286,NI/26A/0019,femiugwu@yahoo.com,26A,14-Feb-2026,Social Sciences,ACTIVE
Chukwu Oluwafunmilayo,NYSC/BUK/2026/107295,KT/26A/0020,oluwafunmilayochukwu26@yahoo.com,26A,04-Mar-2026,Medical Sciences,ACTIVE
Adegoke Chinwe,NYSC/UNIPORT/2026/107300,AB/26A/0021,chinadegoke@yahoo.com,26A,02-Feb-2026,Arts Faculty,ACTIVE
Okonkwo Yakubu,NYSC/FUTA/2026/107301,NI/26A/0022,yakuokonkwo@outlook.com,26A,02-Feb-2026,Arts Faculty,ACTIVE
Amaechi Tunde,NYSC/UI/2026/107309,ED/26A/0023,tundeamaechi52@gmail.com,26A,12-Mar-2026,Medical Sciences,ACTIVE
Tanko Gbenga,NYSC/UNN/2026/107316,SO/26A/0024,gbenga.tanko@gmail.com,26A,09-Feb-2026,Medical Sciences,ACTIVE
Oyeleke Hassan,NYSC/LASU/2026/107322,BY/26A/0025,hassoyeleke@gmail.com,26A,28-Mar-2026,Science Faculty,ACTIVE
Usman Ngozi,NYSC/FUTA/2026/107327,OS/26A/0026,ngozusman@outlook.com,26A,11-Feb-2026,Science Faculty,ACTIVE
Adegoke Chukwudi,NYSC/FUOYE/2026/107337,AN/26A/0027,chukadegoke@gmail.com,26A,06-Mar-2026,Arts Faculty,ACTIVE
Lawan Nwanneka,NYSC/FUOYE/2026/107347,AK/26A/0028,nwannekalawan29@gmail.com,26A,18-Mar-2026,Library,ACTIVE
Nwofor Chibuike,NYSC/OAU/2026/107353,BE/26A/0029,chibnwofor@gmail.com,26A,14-Feb-2026,Science Faculty,ACTIVE
Garba Uchenna,NYSC/UNN/2026/107367,SO/26A/0030,uchegarba@outlook.com,26A,02-Mar-2026,Medical Sciences,ACTIVE
Nwachukwu Garba,NYSC/UNICAL/2026/107370,AN/26A/0031,garba.nwachukwu@hotmail.com,26A,05-Feb-2026,Medical Sciences,ACTIVE
Okonkwo Ebele,NYSC/ABU/2026/107377,KW/26A/0032,ebele.okonkwo@gmail.com,26A,02-Mar-2026,Education Faculty,ACTIVE
Ogundimu Fatima,NYSC/UNIPORT/2026/107382,YB/26A/0033,fatimaogundimu16@gmail.com,26A,14-Feb-2026,Medical Sciences,ACTIVE
