"NYSC Corper Registry — Batch 23B | Lead City University, Ibadan",,,,,,,
Full Name,Call-Up Number,State Code,Email,Batch,Service Start Date,Deployment Unit,Status
Bankole Chinonso,NYSC/UNIMAID/2023/100592,NA/23B/0001,chinonsobankole81@yahoo.com,23B,05-Jun-2023,Science Faculty,COMPLETED
Obi Bello,NYSC/UNN/2023/100601,BY/23B/0002,bellobi@hotmail.com,23B,19-May-2023,Education Faculty,COMPLETED
Amaechi Suleiman,NYSC/UNIMAID/2023/100613,PL/23B/0003,suleiman.amaechi@hotmail.com,23B,28-Jun-2023,Social Sciences,COMPLETED
Salami Ezinne,NYSC/UI/2023/100622,EK/23B/0004,ezinnesalami65@outlook.com,23B,16-Jun-2023,Management Sciences,COMPLETED
Lawan Adaora,NYSC/UNIPORT/2023/100636,EN/23B/0005,adaoralawan45@outlook.com,23B,29-Jun-2023,Agriculture Faculty,COMPLETED
Adesanya Musa,NYSC/UNICAL/2023/100650,KD/23B/0006,musaadesanya41@hotmail.com,23B,12-Jun-2023,Management Sciences,COMPLETED
Obiora Chizaram,NYSC/UNIBEN/2023/100664,SO/23B/0007,chizobiora@gmail.com,23B,28-Jun-2023,Arts Faculty,COMPLETED
Bello Rasheed,NYSC/ABU/2023/100665,KT/23B/0008,rashbello@hotmail.com,23B,06-May-2023,Science Faculty,COMPLETED
Rabiu Bolanle,NYSC/UNIMAID/2023/100671,FC/23B/0009,bolarabiu@yahoo.com,23B,13-Jun-2023,Agriculture Faculty,COMPLETED
Obi Oyinkan,NYSC/UNN/2023/100676,KG/23B/0010,oyinkan.obi@gmail.com,23B,03-May-2023,Computing Department,COMPLETED
Chima Amina,NYSC/FUTMINNA/2023/100689,JG/23B/0011,amina.chima@yahoo.com,23B,12-May-2023,Management Sciences,COMPLETED
Adesanya Haruna,NYSC/ABU/2023/100699,SO/23B/0012,harunaadesanya82@outlook.com,23B,12-Jun-2023,Social Sciences,COMPLETED
Bankole Adaeze,NYSC/LASU/2023/100714,ZA/23B/0013,adaebankole@hotmail.com,23B,17-May-2023,Science Faculty,COMPLETED
Onyekwere Gbenga,NYSC/UNIMAID/2023/100728,KD/23B/0014,gbenonyekwere@outlook.com,23B,19-May-2023,Science Faculty,COMPLETED
Ojo Adeola,NYSC/UNILAG/2023/100742,AK/23B/0015,adeola.ojo@gmail.com,23B,08-Jun-2023,Environmental Sciences,COMPLETED
Garba Chidi,NYSC/ABU/2023/100748,RS/23B/0016,chidigarba81@gmail.com,23B,03-May-2023,Computing Department,COMPLETED
Onwudiwe Oluwaseyi,NYSC/FUTA/2023/100754,OD/23B/0017,oluwonwudiwe@yahoo.com,23B,26-Jun-2023,Medical Sciences,COMPLETED
Sule Garba,NYSC/UI/2023/100763,IM/23B/0018,garbasule96@outlook.com,23B,05-May-2023,Education Faculty,COMPLETED
Ojo Chidi,NYSC/OAU/2023/100776,KB/23B/0019,chidiojo34@gmail.com,23B,13-Jun-2023,Management Sciences,COMPLETED
Rabiu Nkechi,NYSC/UNN/2023/100787,KB/23B/0020,nkecrabiu@outlook.com,23B,15-May-2023,Computing Department,COMPLETED
Ogbu Tolulope,NYSC/BUK/2023/100789,ED/23B/0021,tolulopeogbu6@gmail.com,23B,08-May-2023,Science Faculty,COMPLETED
Salami Salisu,NYSC/UNIPORT/2023/100793,KD/23B/0022,salisalami@hotmail.com,23B,07-May-2023,Medical Sciences,COMPLETED
Hassan Bamidele,NYSC/UNIBEN/2023/100801,AK/23B/0023,bamidele.hassan@outlook.com,23B,24-Jun-2023,Library,COMPLETED
Obi Ugochukwu,NYSC/FUTMINNA/2023/100803,ZA/23B/0024,ugochukwuobi36@yahoo.com,23B,06-May-2023,Engineering Faculty,COMPLETED
Ibrahim Yakubu,NYSC/FUOYE/2023/100807,OS/23B/0025,yakuibrahim@gmail.com,23B,14-May-2023,Social Sciences,COMPLETED
Abdullahi Oyinkan,NYSC/UNILAG/2023/100811,EN/23B/0026,oyinkan.abdullahi@yahoo.com,23B,12-Jun-2023,Law Faculty,COMPLETED
Adeyemi Chinonso,NYSC/UNICAL/2023/100812,JG/23B/0027,chinonso.adeyemi@outlook.com,23B,09-May-2023,Environmental Sciences,COMPLETED
Usman Odochi,NYSC/UNIMAID/2023/100819,EK/23B/0028,odocusman@hotmail.com,23B,15-May-2023,Education Faculty,COMPLETED
Yusuf Ngozi,NYSC/UNILAG/2023/100829,NI/23B/0029,ngoziyusuf52@hotmail.com,23B,15-Jun-2023,Engineering Faculty,COMPLETED
Musa Chioma,NYSC/ABU/2023/100837,FC/23B/0030,chiomusa@hotmail.com,23B,03-Jun-2023,Science Faculty,COMPLETED
Oyeleke Garba,NYSC/UNN/2023/100845,KW/23B/0031,garbaoyeleke56@hotmail.com,23B,22-May-2023,Computing Department,COMPLETED
Amaechi Kemi,NYSC/FUOYE/2023/100853,KW/23B/0032,kemi.amaechi@outlook.com,23B,13-Jun-2023,Management Sciences,COMPLETED
Obi Ifeanyi,NYSC/OAU/2023/100861,OD/23B/0033,ifeaobi@yahoo.com,23B,04-May-2023,Management Sciences,COMPLETED
Abdullahi Chibuike,NYSC/BUK/2023/100870,AB/23B/0034,chibabdullahi@outlook.com,23B,20-May-2023,Medical Sciences,COMPLETED
Ugwu Oluwabunmi,NYSC/UNIMAID/2023/100872,EN/23B/0035,oluwabunmiugwu45@outlook.com,23B,06-Jun-2023,Social Sciences,COMPLETED
Nwosu Tobi,NYSC/UNILAG/2023/100885,AK/23B/0036,tobinwosu90@outlook.com,23B,01-May-2023,Arts Faculty,COMPLETED
Nwosu Olumide,NYSC/ABU/2023/100899,EK/23B/0037,olumidenwosu12@yahoo.com,23B,30-May-2023,Library,COMPLETED
Okonkwo Amarachi,NYSC/OAU/2023/100902,FC/23B/0038,amarachiokonkwo21@gmail.com,23B,29-May-2023,Engineering Faculty,COMPLETED
Nwankwo Olalekan,NYSC/UI/2023/100909,KT/23B/0039,olalekannwankwo45@hotmail.com,23B,13-Jun-2023,Social Sciences,COMPLETED
Okonkwo Olalekan,NYSC/UNICAL/2023/100919,OG/23B/0040,olalekan.okonkwo@gmail.com,23B,19-Jun-2023,Management Sciences,COMPLETED
Chima Kayode,NYSC/UNN/2023/100932,FC/23B/0041,kayode.chima@hotmail.com,23B,25-May-2023,Engineering Faculty,COMPLETED
Ezeh Oyinkan,NYSC/NOUN/2023/100944,EK/23B/0042,oyinkan.ezeh@gmail.com,23B,25-Jun-2023,Library,COMPLETED
Amaechi Obinna,NYSC/UNN/2023/100954,DT/23B/0043,obinamaechi@hotmail.com,23B,28-Jun-2023,Management Sciences,COMPLETED
Nwachukwu Ugochi,NYSC/BUK/2023/100956,CR/23B/0044,ugochinwachukwu68@gmail.com,23B,17-Jun-2023,Environmental Sciences,COMPLETED
Ogbonna Femi,NYSC/UNN/2023/100960,EK/23B/0045,femi.ogbonna@yahoo.com,23B,07-May-2023,Agriculture Faculty,COMPLETED
Fashola Adaora,NYSC/OAU/2023/100965,EN/23B/0046,adaofashola@outlook.com,23B,21-May-2023,Arts Faculty,COMPLETED
Ogundimu Ifeanyi,NYSC/FUTA/2023/100973,NA/23B/0047,ifeanyiogundimu46@gmail.com,23B,29-May-2023,Law Faculty,COMPLETED
Bankole Amarachi,NYSC/OAU/2023/100974,EK/23B/0048,amarbankole@hotmail.com,23B,11-Jun-2023,Environmental Sciences,COMPLETED
Ogundimu Isioma,NYSC/ABU/2023/100980,TA/23B/0049,isioogundimu@gmail.com,23B,11-Jun-2023,Engineering Faculty,COMPLETED
Nwankwo Obiageli,NYSC/LASU/2023/100981,NA/23B/0050,obiagelinwankwo37@hotmail.com,23B,13-Jun-2023,Medical Sciences,COMPLETED
Abdullahi Nnamdi,NYSC/FUOYE/2023/100982,EK/23B/0051,nnamdiabdullahi37@outlook.com,23B,06-May-2023,Science Faculty,COMPLETED
Olawale Olumide,NYSC/NOUN/2023/100993,ED/23B/0052,olumide.olawale@gmail.com,23B,12-Jun-2023,Arts Faculty,COMPLETED
Obi Victor,NYSC/FUTMINNA/2023/101007,KG/23B/0053,victorobi40@yahoo.com,23B,30-Jun-2023,Engineering Faculty,COMPLETED
Haruna Musa,NYSC/ABU/2023/101015,AN/23B/0054,musaharuna@outlook.com,23B,09-May-2023,Science Faculty,COMPLETED
Aliyu Nneka,NYSC/LASU/2023/101022,AE/23B/0055,nnekaliyu@outlook.com,23B,16-Jun-2023,Library,COMPLETED
Bankole Bamidele,NYSC/UNICAL/2023/101030,NA/23B/0056,bamidelebankole40@hotmail.com,23B,13-Jun-2023,Agriculture Faculty,COMPLETED
